序号,题目ID,题目,答案,采集时间,来源
830,936217340,要检验两个正态总体方差是否相同，假设来自两正态总体的样本容量分别为 其样本方差观察值分别为 那么检验 的p值可由（ ）计算.,；|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260509/91a66a70-e4cf-4cdb-9e0d-41628ccf1cb0.png,2026-09-19 10:32:59,错题采集
831,936206301,使用 p 值法做检验时，若 p 值小于显著性水平 ，则应该拒绝原假设。,对,2026-09-19 10:33:18,错题采集
832,936206382,在进行假设检验时，如果p值小于显著性水平α，我们会：,拒绝原假设,2026-09-19 10:33:18,错题采集
833,936206401,在p值检验中，p值越小，拒绝原假设的证据越强。,对,2026-09-19 10:33:18,错题采集
834,936217338,设 为正态总体 的一个样本， 表示样本均值， 为样本方差，要检验假设 ，若得到检验统计量 的观察值为 ，则该检验的p值计算公式为（ ）.下面选项中的随机变量 。,；|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260608/8ee926c1-de76-4890-b293-bba8ef422fa9.png,2026-09-19 10:33:18,错题采集
835,936206393,在假设检验中，p值的计算不依赖于：,显著性水平α,2026-09-19 10:33:18,错题采集
836,936217337,设 为正态总体 的一个样本， 表示样本均值， 为样本方差，要检验假设 ，若得到检验统计量 的观察值为 ，则该检验的p值计算公式为（ ）.下面选项中的随机变量 。,；|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/756321e4-f135-46ea-b10a-29ae62e86e74.png,2026-09-19 10:33:18,错题采集
837,932473340,设连续型随机变量 的分布密度为 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260321/153dfdbd-614a-480b-a56f-acd4fc76ebec.png,2026-09-19 10:34:10,错题采集
838,932473349,设随机变量 是任意两个独立的连续型随机变量，它们的概率密度分别为 和 ，分布函数分别为 和 ，则,必为某一随机变量的分布函数|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260321/1f10a4b0-2eeb-475a-8930-471bec829c61.png,2026-09-19 10:34:10,错题采集
839,931999507,( ),保持不变,2026-09-19 10:34:51,错题采集
840,932473344,下列陈述正确的命题是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/dc2e3f76-5181-4a4f-9fa7-adf8633e5077.png,2026-09-19 10:34:51,错题采集
841,932473397,设 且 的值为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260626/585f9ac4-5e82-48ce-9bd0-559b7b12bd6e.png,2026-09-19 10:34:51,错题采集
842,932473175,若随机变量 在 上服从均匀分布，则方程 有实根的概率为 （请用分数形式作答，例1/2）,3/5,2026-09-19 10:35:42,错题采集
843,931999498,( ),https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/019d9b99a14642ca8d4f03f2efba3c1e.png,2026-09-19 10:36:10,错题采集
844,932473398,下列函数中，为某随机变量 的密度函数的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260626/6f59ed01-d370-4c52-99fd-fe0fb99caee5.png,2026-09-19 10:36:10,错题采集
845,932473183,已知随机变量 ，且 ，则,9,2026-09-19 10:36:45,错题采集
846,932473432,下列陈述的命题( )是正确的,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260401/98784cdf-8054-4ecd-8d77-ccfdce35a0d0.png,2026-09-19 10:36:45,错题采集
847,932473412,连续型随机变量 的分布函数为: ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260326/898a64ed-2cd8-4f15-bbe1-a605c444edbf.png,2026-09-19 10:37:50,错题采集
848,932473430,设 且 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/6e9954a2-1e2b-4336-81bf-dc2b2bd6ab94.png,2026-09-19 10:37:50,错题采集
849,929346015,"设连续型随机变量 的概率密度为 , 则 的分布函数 .（ ）",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/5e3e6e89-17c9-42a8-8dd3-c21dbd603c27.png,2026-09-19 10:37:50,错题采集
850,932473336,设随机变量 的概率密度为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260323/17ea0560-47d8-4e62-9a0f-88941b476e37.png,2026-09-19 10:38:20,错题采集
851,932473257,随机变量 ，记 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260529/7a721604-3484-45b8-aeed-b243d86de246.png,2026-09-19 10:38:20,错题采集
852,936206268,二维随机变量的每个分量都是一维随机变量。,对,2026-09-19 10:59:17,错题采集
853,936206271,二维随机变量的可能取值可以是有限个数对。,对,2026-09-19 10:59:17,错题采集
854,936206275,二维随机变量的可能取值一定是可数无穷个数对。,错,2026-09-19 10:59:17,错题采集
855,929346746,设二维随机变量 的分布律为 且 ，则下列选项正确的是（）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/863feb1c-49dc-4e09-ab0f-50caf0202f25.png,2026-09-19 10:59:57,错题采集
856,929346325,设随机变量 的概率密度为 则 =（）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260118/e91ab0e1-ffde-4769-ba07-ef2cdd661350.png,2026-09-19 11:00:34,错题采集
857,932473136,"若二维随机变量 在以原点为圆心的单位圆内的概率密度为 , 其它区域都是 , 那么",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/17005f6b-3e07-4ca1-88d4-e73b9fd42d2a.png,2026-09-19 11:00:34,错题采集
858,932473240,设随机变量 的分布函数为 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260526/8fc81fe6-d37a-4c91-ada4-c255bef6e07d.png,2026-09-19 11:00:34,错题采集
859,932473281,设二维随机变量 的联合密度函数为 ，若 是 的联合分布函数，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/16bf4df2-1709-44ea-939a-a2d97aaf4bc9.png,2026-09-19 11:00:34,错题采集
860,932473214,设 的联合密度为： 则常数,12,2026-09-19 11:00:34,错题采集
861,929346276,"若随机变量 的分布律为 其中 , 则 和 应满足的条件是 .（ ）",对,2026-09-19 11:01:07,错题采集
862,931999522,将一枚均匀的硬币连抛三次，以 表示三次试验中出现正面的次数， 表示出现正面的次数与出现反面的次数的差的绝对值，则 （ ）,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/a765d66180834c2290aef95073f66371.png,2026-09-19 11:01:07,错题采集
863,932473216,设随机变量 的联合密度为: 则常数,3,2026-09-19 11:01:07,错题采集
864,932473337,设随机变量 和 同分布， 的概率密度为 已知事件 和 独立，且 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/7d6a66de-362e-4209-9151-0f76d062dab1.png,2026-09-19 11:08:37,错题采集
865,931999521,（ ）,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/51dfb41d61ab4bc2aa1bc0aa024e7c81.png,2026-09-19 11:11:10,错题采集
866,932473303,相互独立且在 上服从均匀分布，则使方程 有实根的概率为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/faf6b3cc-f179-4ef1-937d-4162fc6e94a8.png,2026-09-19 11:11:55,错题采集
867,932473260,设随机变量 相互独立，且均服从 上的均匀分布，则服从均匀分布的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/4e646a56-cc29-4983-988c-42027a1eb080.png,2026-09-19 11:13:15,错题采集
868,932473306,设 的联合概率密度为： 则 与 为,不独立同分布,2026-09-19 11:14:10,错题采集
869,932473127,设随机变量和都服从正态分布，且它们不相关，则,与 未必独立|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/a75f4f1e-fc6b-44ec-b154-cc5459b91df2.png,2026-09-19 11:15:31,错题采集
870,932473186,设随机变量 服从参数为 的指数分布，则,7,2026-09-19 11:16:28,错题采集
871,929368997,随机变量 ， ，则 . （ ）,错,2026-09-19 11:16:28,错题采集
872,932473250,设随机变量 服从参数为 的泊松分布，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/ebba12e2-423a-4a17-bb06-944ff69b6f85.png,2026-09-19 11:16:28,错题采集
873,932473190,已知 的联合概率密度 则,2/3,2026-09-19 11:16:28,错题采集
874,929369015,随机变量 服从参数为2的指数分布，其概率密度函数 则 . （ ）,.|https://image.zhihuishu.com/zhs/question-import/formula/202303/cf10e4334c904c76a4d79e66a759fa6e.png,2026-09-19 11:16:28,错题采集
875,932473199,设随机变量 服从参数为 的泊松分布，且 则,4,2026-09-19 11:17:11,错题采集
876,929369009,随机变量 服从参数为2的指数分布，其概率密度函数 则 . （ ）,.|https://image.zhihuishu.com/zhs/question-import/formula/202303/7dc99a5e75c440e389e53e920e3ed078.png,2026-09-19 11:17:11,错题采集
877,929368963,"对球的半径做近似测量, 设测量值均匀分布在区间 上, 则球的体积的数学期望为 . （ ）",对,2026-09-19 11:17:11,错题采集
878,932473236,现有 张奖券，其中 张为 元， 张为 元，今某人从中随机地无放回地抽取 张，则此人得奖金的数学期望为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260415/80d3d16e-fc2c-44da-bce1-ea7ecde6eb75.png,2026-09-19 11:17:11,错题采集
879,932473218,掷两枚骰子点数之和 的期望,7,2026-09-19 11:17:11,错题采集
880,932473298,设 是两个相互独立的随机变量且都服从于 ，则 的数学期望,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/c8232a38-dc71-4b98-b6c0-090bc840ed09.png,2026-09-19 11:17:11,错题采集
881,929369007,设随机变量 的分布函数为 ，则 . （ ）,.|https://image.zhihuishu.com/zhs/question-import/formula/202303/7781dc01b41e4dcbb93db684130dd7e2.png,2026-09-19 11:17:45,错题采集
882,932473273,设随机变量 的分布函数为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/68497a86-67ba-4ae8-b21f-a2473f2b4820.png,2026-09-19 11:17:45,错题采集
883,932473271,设袋子中装有 个球，其中有 个球标有号码 ， 个球标有号码 ，令某人从袋中随机放回地任取 个球，则 个球号码之和的数学期望为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/1d7131db-2e85-4695-ba16-be7825e7e646.png,2026-09-19 11:17:45,错题采集
884,932473133,"设 是一随机变量 , 为任意实数 , 是 的数学期望 , 则 ( )",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260415/61d32e0d-989f-4bdb-aca3-c026265bb6ba.png,2026-09-19 11:17:45,错题采集
885,932473296,人的体重为随机变量 个人的平均体重记为 则 ( ) 正确,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/470bb66a-b1d8-4e70-844b-3e1a1a033b5b.png,2026-09-19 11:17:45,错题采集
886,932473211,设 的密度函数为 对 独立地重复观察 次，用 表示观察值大于 的次数，则,5,2026-09-19 11:17:45,错题采集
887,932473318,设随机变量 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260509/4dd9f833-f7f1-4c93-8539-7b8afbd23dd7.png,2026-09-19 11:18:54,错题采集
888,932473160,设随机变量 数学期望 则根据切比雪夫不等式估计,0.75,2026-09-19 11:18:54,错题采集
889,932473170,把红、黄、白 个小球随机地放入两个杯子中，若设 为有小球的杯子数，则 （请用分数形式作答，例1/2）,3/16,2026-09-19 11:18:54,错题采集
890,929480263,"设随机变量 的数学期望 , 方差 , 则由契比雪夫不等式有 （ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/242cd4b2-84dc-439b-80f1-104ad51ce1e2.png,2026-09-19 11:18:54,错题采集
891,932473213,已知随机变量 的分布函数为： 则,31/4,2026-09-19 11:21:21,错题采集
892,932473143,"设随机变量 , 则 服从 ( )",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260615/b30de140-ee78-49f5-83b0-798910295fba.png,2026-09-19 11:21:21,错题采集
893,929480260,"设随机变量 的数学期望为 , 方差为 , 若 ，则以下不等式正确的是（ ）",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260307/1636b827-d4f5-457b-bba8-fa2b209a4949.png,2026-09-19 11:21:21,错题采集
894,929423628,设 为来自总体 的简单随机样本，且 ， ，则下列选项正确的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260309/97b6008c-7944-428e-a5d7-c63bf78e51e7.png,2026-09-19 11:27:25,错题采集
895,929423646,"设 为来自正态总体 的简单随机样本, 则 服从的分布为（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260309/ad708766-70ad-40b6-876e-bedc85621f2a.png,2026-09-19 11:27:25,错题采集
896,929423654,"设总体 的期望为 , 方差为 , 为来自 的简单随机样本, 为样本均值, 为样本方差, 则 （）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260118/ca2df6f3-1798-4047-bbdd-d67b418c0d55.png,2026-09-19 11:27:25,错题采集
897,929425144,"设总体 服从参数为2的泊松分布, 为来自 的简单随机样本,则样本均值 . （ ）",错,2026-09-19 11:27:45,错题采集
898,929423684,设 是来自正态总体 的容量为 的简单随机样本， 为样本方差，则 。（ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/7623bc94c9bf4fa9bd87d236a26ecbcc.png,2026-09-19 11:27:45,错题采集
899,929423642,"设 是来自泊松分布总体 的简单随机样本, 为样本均值, 则 （ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/c530363c-95bf-4225-8881-09a64e79c0c3.png,2026-09-19 11:28:04,错题采集
900,929425129,统计量是由样本构成的函数，且其中不含未知参数，由于样本是随机变量，那么样本的函数也是随机变量，因此统计量是一个随机变量. （ ）,对,2026-09-19 11:28:04,错题采集
901,929423674,"设总体 服从参数为2的泊松分布, 是来自 的简单随机样本, 为样本方差, 则 .（ ）",2,2026-09-19 11:28:04,错题采集
902,929423660,"设 为来自总体 的简单随机样本, 为样本均值, 为样本方差, 则下列选项错误的是（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/a160b238-f9ef-47c4-a7e6-a1d35a46edf8.png,2026-09-19 11:28:04,错题采集
903,929423681,"设总体 服从参数为 的泊松分布, 为来自 的简单随机样本, 为样本均值, 为样本方差, 则 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/b063b70c5a8f456cbf7515b18bacde9b.png,2026-09-19 11:28:04,错题采集
904,929423623,"设 为来自正态总体 的简单随机样本, 则 服从的分布为（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260522/949103af-257e-4a9e-b4c5-d7bee25c646e.png,2026-09-19 11:28:04,错题采集
905,932473112,设 是来自总体 的简单随机样本 统计量 服从 分布 则 等于,2,2026-09-19 11:29:19,错题采集
906,929423669,"设 为来自正态总体 的简单随机样本, 则以下选项正确的是（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/20dee3ecc6ea4293a0d644a3db3589c1.png,2026-09-19 11:33:57,错题采集
907,929425142,"设总体 , , 与 相互独立, 与 分别是来自 与 的简单随机样本, 分别是两个样本的样本均值, , 则统计量 服从 分布. （ ）",错,2026-09-19 11:33:57,错题采集
908,929423637,设 为来自正态总体 的容量为 的简单随机样本，则统计量 服从的分布为 ().,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260115/4ecdcc01-6ba4-4f00-a272-ba5d7e000c1c.png,2026-09-19 11:33:57,错题采集
909,931999445,设 是来自正态总体 的样本， 与 分别是样本均值与样本方差，则下列正确的是（ ）。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/2e0691186adf4cbe929f118bb9e78d5a.png,2026-09-19 11:33:57,错题采集
910,931999443,设 是来自正态总体 的样本， 为样本均值，则下列结论中正确的是（ ）。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/79c52751a56b486fb95e3b1dc6cce86c.png,2026-09-19 11:33:57,错题采集
911,929423673,设 为来自正态总体 的简单随机样本， 与 分别为样本均值与样本方差，下列说法中正确的个数为（ ） ① 统计量 ② 统计量 ③ 统计量 ④ 与 相互独立,2,2026-09-19 11:33:57,错题采集
912,929372766,设总体 ，总体 ，其中 未知，设 是来自总体 的样本， 是来自总体 的样本，两样本独立，则对于假设检验 ，使用的统计量为 .（ ）,对,2026-09-19 11:34:32,错题采集
913,929423680,"设 是来自正态总体 的简单随机样本, 为样本均值, 则 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/36ba88017a3f447f9b2f0e3ad8e2a134.png,2026-09-19 11:34:32,错题采集
914,929423631,"设总体 服从正态分布 , 其中 为未知参数, 为来自 的简单随机样本, 则下列选项正确的是（ ）.",服从 分布|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260307/6c1200bc-b8cd-4d90-b201-6f4916a4009a.png,2026-09-19 11:34:32,错题采集
915,929425124,设 是来自正态总体 的简单随机样本，若统计量 服从 分布，则常数 （ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/9ab11455b40a4d889a31952127345cd5.png,2026-09-19 11:34:32,错题采集
916,929372769,如果从N(μ 1 ，σ 1 2 )和N(μ 2 ，σ 2 2 )两个总体中分别抽取容量为n 1 和n 2 的独立随机样本，那么两个样本的均值差的抽样分布就是N（μ 1 ―μ 2 ， + ） 。（ ）,对,2026-09-19 11:34:32,错题采集
917,929423667,"设 为来自正态总体 的简单随机样本, 统计量 服从 分布, 则常数 及 分布的自由度 分别为",https://image.zhihuishu.com/zhs/question-import/formula/202303/6ccb109382304d9dabe1ac41445f1248.png,2026-09-19 11:34:32,错题采集
918,929423647,"设 为来自正态总体 的简单随机样本, 为样本均值, 为样本方差, 则有（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/78336a80-ed6c-48cb-9040-bfdfb2d65b34.png,2026-09-19 11:35:04,错题采集
919,929423648,"设 为来自正态总体 的简单随机样本, 记 , , 则 服从的分布为（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/9f62cde0-1b46-4a86-9963-07d404d44d01.png,2026-09-19 11:35:04,错题采集
920,929423626,设随机变量 和 为分别来自两个正态总体 和 的简单随机样本，且它们互相独立， 与 分别为两个样本的样本方差，则服从 分布的统计量是( ).,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/23d278c2-4e7d-4092-ba66-8f2e5c35221b.png,2026-09-19 11:35:04,错题采集
921,929423677,"设 是来自正态总体 的简单随机样本, 记 , 则下列结论不正确的是 .（ ）",服从|https://image.zhihuishu.com/zhs/question-import/formula/202303/9206f9b2acf64f598a2f06fc6d9d4394.png,2026-09-19 11:35:04,错题采集
922,929423657,"设 为来自标准正态总体 的简单随机样本, 若 服从 分布, 则常数 的值为（）.",2,2026-09-19 11:35:04,错题采集
923,929423652,"设 是来自正态总体 的简单随机样本, 为样本均值,则 服从的分布为",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260307/d5e8c936-3be1-4f69-80c7-275e12c2ff4c.png,2026-09-19 11:35:04,错题采集
924,929425146,"设总体 服从标准正态分布 , 为来自 的简单随机样本, 则样本均值 仍服从标准正态分布 . （ ）",错,2026-09-19 11:35:45,错题采集
925,929372770,如果从N(μ 1 ，σ 1 2 )和N(μ 2 ，σ 2 2 )两个总体中分别抽取容量为n 1 和n 2 的独立随机样本，当n 1 和n 2 逐渐变大时，( )的抽样分布将接近正态分布。（ ）,对,2026-09-19 11:35:45,错题采集
926,929423676,"设 为来自正态总体 的简单随机样本, 令 , , , 则 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/35c5236ccf594c29b264fea02c835b32.png,2026-09-19 11:35:45,错题采集
927,929423672,"设总体 均服从正态分布 , 和 是分别来自 和 的简单随机样本, 和 是 和 的样本均值, 则 服从的分布为",https://image.zhihuishu.com/zhs/question-import/formula/202303/0b6439e9fae445adb4f55db0f184bc0a.png,2026-09-19 11:35:45,错题采集
928,929423668,"设 为来自正态总体 的简单随机样本, 统计量 服从 分布, 则常数",https://image.zhihuishu.com/zhs/question-import/formula/202303/734e0186729f4161a0b05aa73b273b9d.png,2026-09-19 11:35:45,错题采集
929,929423635,设 为来自正态总体 简单随机样本， 为样本均值，记 ， ， ， ， 则服从自由度为 的 分布的随机变量是（ ）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/3e6c1a76-d557-4161-b9e6-46eabe6c4550.png,2026-09-19 11:35:45,错题采集
930,929423638,设 为来自总体 的简单随机样本， 为样本均值， 为样本方差，则下列选项正确的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260622/89e3385e-2883-4970-871d-f63e808277a9.png,2026-09-19 11:36:24,错题采集
931,929423640,设 为来自总体 的简单随机样本， 为样本均值，则下列选项不正确的是（ ）.,服从 分布|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/72474617-ab82-4b2a-836d-b70de9bd50c4.png,2026-09-19 11:36:24,错题采集
932,929423641,"设 和 为分别来自正态总体的样本均值与样本方差, 则下列选项正确的是",和 不相关|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/8de2a48c-cd80-4b09-869e-c70ff5442991.png,2026-09-19 11:36:24,错题采集
933,929423670,"设 为来自正态总体 的简单随机样本, 为样本均值, 为样本方差, 则以下选项错误的是（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/8eff88bcc66749769b6945ed8a3393d6.png,2026-09-19 11:36:24,错题采集
934,929423682,"设总体 与 均服从标准正态分布 , 且 与 相互独立, 是来自 的简单随机样本, 是来自 的简单随机样本, 记 为 的样本均值, 为 的样本均值, 则方差 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/c77bb53cb8e04fe1b849a3d7b6724835.png,2026-09-19 11:36:24,错题采集
935,932473256,人的身高为随机变量 。 个人的平均身高记为 则下列说法正确的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/7154dbbd-4e95-4e5b-974e-eab494717675.png,2026-09-19 11:36:24,错题采集
936,932473113,设总体 服从区间 上的均匀分布 是来自总体 的样本 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/a1ebae49-16ad-41dd-9387-fe34a9326317.png,2026-09-19 11:36:48,错题采集
937,929371271,设总体 的概率密度为 ， 是来自总体 的简单随机样本， 是样本均值，参数 的矩估计量 ，极大似然估计量 ，则下列选项正确的是 . （ ）,", ， 是 的无偏估计量， 不是 的无偏估计量|https://image.zhihuishu.com/zhs/question-import/formula/202303/2c2b25a29be748129d1fc839e0c9a5f9.png",2026-09-19 11:37:06,错题采集
938,929371014,"设总体 服从0-1分布 , 其中 为未知参数, 为来自 的简单随机样本, 为样本均值, 为样本方差, 则 的极大似然估计为（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/8d9b4365938545f5b3c8cfd2848acf47.png,2026-09-19 11:37:06,错题采集
939,929371020,"设总体 服从正态分布 , 其中 是未知参数, 是来自 的简单随机样本, 则 的极大似然估计为（ ）．",https://image.zhihuishu.com/zhs/question-import/formula/202303/494f7550a1b340a58ae76332c91caeac.png,2026-09-19 11:37:06,错题采集
940,929371017,"设总体 服从区间 上均匀分布 , 为来自 的简单随机样本, 则 的极大似然估计为（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/5cc341b05a05487eb0d331b88612bb5f.png,2026-09-19 11:37:06,错题采集
941,929370002,对于同一个总体的同一个未知参数，利用矩估计和极大似然估计方法得到的参数的点估计量一定相同. （ ）,错,2026-09-19 11:37:23,错题采集
942,929371307,设总体 服从 上的均匀分布， 为来自 的简单随机样本. 则下列选项（ ）不是 的极大似然估计.,https://image.zhihuishu.com/zhs/question-import/formula/202303/619ce33721234b13992bf009ce949f79.png,2026-09-19 11:37:23,错题采集
943,931999477,设 是来自正态分布总体 的样本，其中 已知，则总体方差的最大似然估计量是（ ）。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/16b0e4be6b2e49a299046ac9431d7489.png,2026-09-19 11:37:23,错题采集
944,929370006,"设 是总体分布中未知参数 的极大似然估计量, 则 也是 的极大似然估计量. （ ）",对,2026-09-19 11:37:23,错题采集
945,929371023,"设总体 服从参数为 的指数分布, 其概率密度为 其中 未知, 记 则 的极大似然估计为（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/91b8246fc9d6470b97aded60d1f39b2c.png,2026-09-19 11:37:23,错题采集
946,929371273,设 为来自总体 的简单随机样本，下列说法中正确的个数为 .（ ） ① 若 ，则 的矩估计量与极大似然估计量相同 ② 若 ，则 的矩估计量与极大似然估计量相同 ③ 若 ，则 的极大似然估计量为 ④ 若 ，则 的矩估计量是 的无偏估计量与一致估计量,4,2026-09-19 11:37:23,错题采集
947,932473350,设随机变量 的分布函数、概率密度分别为 ，若 ，则下列结论中不正确的是,是某一随机变量概率密度的充要条件是|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260326/f31cf697-6cdb-4f73-9a66-cb96b13d8c01.png,2026-09-19 11:38:01,错题采集
948,932473142,"设随机变量 的密度函数为 , 满足 是 的分布函数 , 则对任意实数 有 ( ) .",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/833dfc46-458a-4f6f-ac23-af427f9b3648.png,2026-09-19 11:38:01,错题采集
949,931999496,( ),1/2,2026-09-19 11:38:31,错题采集
950,932473351,设随机变量 的概率密度 是偶函数，分布函数为 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/79a89fae-9055-4941-a945-a4a8e5e66c20.png,2026-09-19 11:38:31,错题采集
951,932473098,设随机变量 的分布函数 则 .,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/ce958046-c9aa-493c-819d-2e722059429d.png,2026-09-19 11:39:02,错题采集
952,931999513,下列函数中，可作为某随机变量X的密度函数的是( ),https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/ec7944462f5442f8b00e6b6815723b42.png,2026-09-19 11:39:02,错题采集
953,932473314,随机变量 服从正态分布 ，则随着 的增大，概率 将会,保持不变,2026-09-19 11:39:43,错题采集
954,931999512,下列陈述正确的命题是( ),https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/9b3d2d1f25944866b4acf9cc7b5ee12f.png,2026-09-19 11:39:43,错题采集
955,931999511,( ),9,2026-09-19 11:39:43,错题采集
956,932473178,设随机变量 服从正态分布 ，且二次方程 无实根的概率为 则,4,2026-09-19 11:39:43,错题采集
957,932473395,设连续型随机变量 的分布函数 则 成立,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/806be8e1-3e5f-4860-8536-08ffbebeda36.png,2026-09-19 11:39:43,错题采集
958,932473407,设随机变量 的概率密度为 则常数 等于,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260323/5e89abdd-89be-4e9b-813a-3ba6c74bbc73.png,2026-09-19 11:40:14,错题采集
959,932473348,设随机变量 服从正态分布 ， 服从正态分布 ，且 ，则必有,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260326/b5266b9d-909b-4d42-affb-46eba059b5d2.png,2026-09-19 11:40:14,错题采集
960,932473235,若函数 是一随机变量的概率密度，则一定成立的是,为非负函数|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/a11810da-ba34-4aa7-aa93-66300ff4e89d.png,2026-09-19 11:40:14,错题采集
961,932473320,设连续型随机变量 的分布函数为 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/edbf1875-7aa3-47e6-a3cf-ec489c84e727.png,2026-09-19 11:40:14,错题采集
962,929346105,随机变量的类型分为两种：离散型随机变量和连续型随机变量. （ ）,错,2026-09-19 11:40:53,错题采集
